Investor Name;Investor Name URL;Number of Investments;Number of Exited Companies;Location;Investor Type;Description;Website;Twitter;Facebook;LinkedIn;Number of Portfolio Companies;Number of Lead Investments;Program Duration;Next Application Deadline;Program Type
Centra Capital;https://www.crunchbase.com/organization/centra-capital;1;;San Diego, California, United States;Venture Capital;Centra Capital AS is the private equity investment vehicle of CentraGruppen AS, a leading Norwegian investment company.;http://centaracapital.com;;;;1;1;;;
Central Coast Angels;https://www.crunchbase.com/organization/central-coast-angels;2;;Santa Cruz, California, United States;Angel Group;Central Coast Angels was founded in 2013 by a group of successful entrepreneurs who share a love for the California Central Coast region;http://www.centralcoastangels.com;;;;2;;;;
Central Valley Fund;https://www.crunchbase.com/organization/central-valley-fund;4;;Davis, California, United States;Private Equity Firm;CVF provides private capital for small to mid-sized businesses with a broad focus across the Western US and Californiaâ€™s Central Valley.;http://www.centralvalleyfund.com;;;;4;4;;;
Centre Palisades Ventures;https://www.crunchbase.com/organization/centre-palisades-ventures;1;1;Los Angeles, California, United States;Venture Capital;Centre Palisades Ventures operates as a venture capital firm.;http://www.palisadesgrowth.com;;;;1;;;;
Century Park Capital Partners;https://www.crunchbase.com/organization/century-park-capital-partners;;;El Segundo, California, United States;Private Equity Firm;A Los Angeles-based private equity firm that partners with owner/managers to build successful companies.;http://www.centuryparkcapital.com/;;;;;;;;
Cervin Ventures;https://www.crunchbase.com/organization/cervin-ventures;18;4;Menlo Park, California, United States;Venture Capital;Cervin Ventures is a seed and early stage venture firm, focusing solely on opportunities in the B2B software space;http://cervinventures.com;http://twitter.com/cervinventures;http://www.facebook.com/cervinventures;;15;6;;;
CGI Opportunity Fund II;https://www.crunchbase.com/organization/cgi-opportunity-fund-ii;1;;California, United States, North America;Venture Capital;CGI Opportunity Fund II was added in 2010.;;;;;1;;;;
Chaac Ventures;https://www.crunchbase.com/organization/chaac-ventures;2;;Santa Monica, California, United States;Venture Capital;A seed venture capital (VC) fund focused on Princeton Universityâ€™s top alumni tech founders.;http://chaacventures.com;https://www.twitter.com/chaacventures;;;1;;;;
Chaotic Investments;https://www.crunchbase.com/organization/chaotic-investments;1;;California, United States, North America;Venture Capital;Chaotic Investments is the nation's leading provider of personalized, affordable online legal solutions for families and small businesses.;http://www.chaoticinvestments.com;;;;1;;;;
Charles Schwab Investment Management;https://www.crunchbase.com/organization/charles-schwab-investment-management;1;;San Francisco, California, United States;Venture Capital;Charles Schwab Investment Management;https://www.csimfunds.com/public/csim/home;;;;1;1;;;
Charter Life Sciences;https://www.crunchbase.com/organization/charter-life-sciences;20;4;Santa Clara, California, United States;Venture Capital;Charter Life Sciences is a clinical-stage venture capital firm focused on investments in early-stage opportunities.;http://www.charterls.com;;;;14;5;;;
Charter Venture Capital;https://www.crunchbase.com/organization/charter-venture-capital;19;6;Palo Alto, California, United States;Venture Capital;Charter Venture Capital has been an active and dedicated force in the growth of Silicon Valley.;;;;;15;5;;;
Chatsworth Management;https://www.crunchbase.com/organization/chatsworth-management;1;;Westlake Village, California, United States;Venture Capital;Chatsworth Management helps to protect ever-growing investment in information and communication technology.;http://www.chatsworth.com;;;;1;;;;
Chelsea Management;https://www.crunchbase.com/organization/chelsea-management;1;1;Los Angeles, California, United States;Private Equity Firm;Chelsea Management is an investment firm which specializes in equity and fixed-income clients.;http://www.chelseamanagement.com;;;;1;;;;
Cherry Tree Investments;https://www.crunchbase.com/organization/cherry-tree-investments-2;21;;Los Angeles, California, United States;Venture Capital;Cherry Tree Investments is an investment banking and wealth management firm that focuses on the middle market.;https://www.cherrytree.com/;https://twitter.com/InvestCherry;;https://www.linkedin.com/company/cherry-tree;13;;;;
Chess Ventures;https://www.crunchbase.com/organization/chess-ventures;9;6;San Francisco, California, United States;Venture Capital;Chess Ventures is a private equity firm that invests in earlier-stage technology companies that have direct application to the financial;http://www.chessventures.com;;;;7;2;;;
CHI Angel;https://www.crunchbase.com/organization/chi-angel;;;Costa Mesa, California, United States;Angel Group;Computer Human Interaction Angel firm;http://www.chiangel.com;https://www.twitter.com/worldnewsdotcom;https://www.facebook.com/wnlive;;;;;;
CHICK LAUNCHER;https://www.crunchbase.com/organization/chick-launcher;;;Los Angeles, California, United States;Micro VC;Chick Launcher is a virtual accelerator that provides women entrepreneurs with the resources they need to succeed.;http://www.chicklauncher.com/;http://twitter.com/ChickLauncher;http://www.facebook.com/chicklauncher;http://www.linkedin.com/company/chick-launcher;;;;;
Chilango Ventures;https://www.crunchbase.com/organization/chilango-ventures;2;;San Francisco, California, United States;Micro VC;CHILANGO VENTURES partners with startups and entrepreneurs to boost their capabilities and reach.;http://www.chilangoventures.com;https://www.twitter.com/chilangovc;;https://www.linkedin.com/company/chilango-ventures;2;;;;
Chilmark Capital;https://www.crunchbase.com/organization/chilmark-capital;1;;Palo Alto, California, United States;Private Equity Firm;"Chilmark capital is dedicated to distressed fixed income investing with a blend of ""Private Equity"" and ""Hedge Fund"" approaches.";http://chilmarkhill.com;;;;1;;;;
Christina Ventures;https://www.crunchbase.com/organization/christina-ventures;1;1;Malibu, California, United States;Micro VC;Christina Ventures is a company that performs both as an incubator and venture capital firm.;http://www.christinaventures.com;http://twitter.com/ChristinaVCs;;http://www.linkedin.com/company/christina-ventures;1;;;;
CHSO Management;https://www.crunchbase.com/organization/chso-management;1;;Palo Alto, California, United States;Private Equity Firm;CHSO Management is private investment firm focused on the health and wellness industry.;http://capricornhealthcare.com/;;;;1;1;;;
Cisco Investments;https://www.crunchbase.com/organization/cisco-investments;53;14;San Francisco, California, United States;Corporate Venture Capital;Cisco Investments offers direct and fund of funds investments.;http://www.ciscoinvestments.com/;http://twitter.com/Cisco_Invests;;;45;8;;;
Cisco Spark Innovation Fund;https://www.crunchbase.com/organization/cisco-spark-innovation-fund;;;San Jose, California, United States;Corporate Venture Capital;Cisco is a global leader in collaboration products and services;https://developer.ciscospark.com/fund/;http://twitter.com/ciscosparkdev;https://www.facebook.com/CiscoCollab/;https://www.linkedin.com/company/cisco;;;;;
Citi Ventures;https://www.crunchbase.com/organization/citi-ventures;48;11;Palo Alto, California, United States;Corporate Venture Capital;Citi Ventures is Citi's global corporate venturing arm, chartered to collaborate with internal and external partners to conceive, partner,;http://ventures.citi.com;https://www.twitter.com/citibank;;;38;8;;;
Citrus Ventures;https://www.crunchbase.com/organization/citrus-ventures;6;;Encino, California, United States;Micro VC;Strategic investment group focused on unique opportunities in software.;http://www.citrusven.com/;https://twitter.com/citrusven;;https://www.linkedin.com/company/citrus-ventures-inc-;5;;;;
City Hill Ventures;https://www.crunchbase.com/organization/city-hill-ventures;6;2;San Diego, California, United States;Venture Capital;City Hill Ventures, LLC is a health care focused investment firm based in San Diego, California, one of the leading metropolitan area life;http://cityhillventures.com;http://twitter.com/CityHillVC;;;3;4;;;
CityView;https://www.crunchbase.com/organization/cityview-2;;;Los Angeles, California, United States;Private Equity Firm;CityView is a premier investment management and development firm;http://www.cityview.com/;https://www.twitter.com/cityviewus;;https://www.linkedin.com/company/cityview;;;;;
CKC Worldwide LLC;https://www.crunchbase.com/organization/ckc-worldwide-llc;;;San Jose, California, United States;Private Equity Firm;Devoted to promote innovators and provide them crowdfunding solutions in US and China.;https://www.ckcang.com;https://twitter.com/CKCWorldwide;https://www.facebook.com/ckcangllc/;https://www.linkedin.com/profile/view?id=AAIAABrCvLMB2R9ulpKX_QoR7YKTSLHsgRw6XHg&trk=nav_responsive_tab_profile;;;;;
Claremont Creek Ventures;https://www.crunchbase.com/organization/claremont-creek-ventures;69;8;Oakland, California, United States;Venture Capital;Claremont Creek Ventures, a seed- and early-stage venture capital firm, invests in various industries, including healthcare and energy.;http://www.claremontcreek.com/;http://twitter.com/ClaremontCreek;https://www.facebook.com/claremontcreek.ventures?fref=ts;https://www.linkedin.com/company/62711?trk=tyah&trkInfo=clickedVertical%3Acompany%2CclickedEntityId%3A62711%2Cidx%3A1-1-1%2CtarId%3A1440031523568%2Ctas%3AClaremont%20Creek%20Ventures;31;21;;;
Claytonia Capital;https://www.crunchbase.com/organization/claytonia-capital;2;;San Francisco, California, United States;Venture Capital;Growth Capital for Entrepreneurs;http://www.claytoniacapital.com/;;;;2;;;;
Clean Pacific Ventures;https://www.crunchbase.com/organization/clean-pacific-ventures;14;1;San Francisco, California, United States;Venture Capital;Clean Pacific Ventures invests in early stage clean technology companies.;http://www.cleanpacific.com;;;;9;8;;;
CleanPath Ventures;https://www.crunchbase.com/organization/cleanpath-ventures;;;San Francisco, California, United States;Micro VC;CleanPath Ventures is a renewable energy investment and development company specializing in large scale solar electricity projects.;http://cleanpath.com;;;;;;;;
Cleantech Circle;https://www.crunchbase.com/organization/cleantech-circle;;;San Francisco, California, United States;Venture Capital;Cleantech Circle is a group of serial entrepreneurs and investors based in Silicon Valley;http://www.cleantechcircle.com/;;;;;;;;
Clear Ventures;https://www.crunchbase.com/organization/clear-ventures;1;;Palo Alto, California, United States;Venture Capital;With $120 million of capital, Clear is a VC firm that is purpose-built to help startup teams win in business technology and services.;http://clear.ventures;https://twitter.com/clearventures;https://www.facebook.com/clearventures;https://www.linkedin.com/company/7968012?trk=vsrp_companies_cluster_name&trkInfo=VSRPsearchId%3A425041464899560808%2CVSRPtargetId%3A7968012%2CVSRPcmpt%3Acompanies_cluster;1;;;;
